newLocality,newLocalityScale,newCoordinateUncertaintyInMeters,newLatLong,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
,,,,899067752,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:3267,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma behrensi,,SPECIES,"Pleocoma behrensi LeConte, 1874",Pleocoma behrensii LeConte 1874,LeConte 1874,US,Berkeley,California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,37.87159,-122.27275,5007,1.00E-05,,,,,,,,,1073216,1073216,PRESERVED_SPECIMEN,MCZ,Ent,3267,,LeConte,1874-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],SYNTYPE,,2023-11-09T13:04:09.230Z,StillImage,TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,899067655,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:3268,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma staff,,SPECIES,"Pleocoma edwardsii LeConte, 1874",Pleocoma edwardsii LeConte 1874,LeConte 1874,,[no specific locality data],,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,,,,,,,,,,,,,1073197,1073195,PRESERVED_SPECIMEN,MCZ,Ent,3268,,LeConte,1874-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],HOLOTYPE,,2023-11-09T13:04:09.275Z,StillImage,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,895367035,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:7898,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma rickseckeri,,SPECIES,"Pleocoma rickseckeri Horn, 1888",Pleocoma rickseckeri Horn 1888,Horn 1888,US,[no specific locality data],California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,37.21354,-119.59668,665879,1.00E-05,,,,,,,,,1073212,1073212,PRESERVED_SPECIMEN,MCZ,Ent,7898,,George H. Horn,1888-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],SYNTYPE,,2023-11-09T13:06:49.696Z,StillImage,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,895366947,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:34440,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma conjungens,,SPECIES,"Pleocoma conjungens Horn, 1888",Pleocoma conjungens Horn 1888,Horn 1888,US,[no specific locality data],California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,37.21354,-119.59668,665879,1.00E-05,,,,,,,,,1073204,1073204,PRESERVED_SPECIMEN,MCZ,Ent,34440,,George H. Horn,1888-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],SYNTYPE,,2023-11-09T13:04:44.947Z,StillImage,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
not found in Utah,country,1000000,,895366525,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:34441,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma staff,,SPECIES,"Pleocoma ulkei Horn, 1888",Pleocoma ulkei Horn 1888,Horn 1888,US,[no specific locality data],Utah,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,39.41092,-111.66325,354715,1.00E-05,,,,,,,,,1073196,1073195,PRESERVED_SPECIMEN,MCZ,Ent,34441,,George H. Horn,1888-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],SYNTYPE,,2023-11-09T13:04:45.818Z,StillImage,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,895366504,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:521935,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma rickseckeri,,SPECIES,"Pleocoma rickseckeri Horn, 1888",Pleocoma rickseckeri Horn 1888,Horn 1888,US,[no specific locality data],California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,37.21354,-119.59668,665879,1.00E-05,,,,,,,,,1073212,1073212,PRESERVED_SPECIMEN,MCZ,Ent,521935,,George H. Horn,1888-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],SYNTYPE,,2023-11-09T13:05:38.497Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,895366484,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:3266,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma fimbriata,,SPECIES,"Pleocoma fimbriata LeConte, 1856",Pleocoma fimbriata LeConte 1856,LeConte 1856,US,[gold disc = California],California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,36.87034,-120.09375,695284,1.00E-05,,,,,,,,,1073217,1073217,PRESERVED_SPECIMEN,MCZ,Ent,3266,,John Lawrence LeConte,1856-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],HOLOTYPE,,2023-11-09T13:04:02.926Z,StillImage,TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,895365658,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:24781,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma australis,,SPECIES,"Pleocoma australis Fall, 1911",Pleocoma australis Fall 1911,Fall 1911,US,"Southern California, Sierra Nevada Mountains,  San Gabriel Range",California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,34.28889,-117.64672,19549,1.00E-05,762,0,,,1910-11-19 0:00:00,19,11,1910,6968751,6968751,PRESERVED_SPECIMEN,MCZ,Ent,24781,,Henry C. Fall,1911-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],SYNTYPE,,2023-11-09T13:04:44.802Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,895365626,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:24783,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma hoppingi,,SPECIES,"Pleocoma hoppingi Fall, 1906",Pleocoma hoppingi Fall,Fall,US,Kaweah,California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,36.44406,-118.93421,7827,1.00E-05,,,,,,,,,1073209,1073209,PRESERVED_SPECIMEN,MCZ,Ent,24783,,Henry C. Fall,2012-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,Hopping,SYNTYPE,,2023-11-09T13:04:07.397Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,895365565,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Ent:24782,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma badia,,SPECIES,"Pleocoma badia Fall, 1917",Pleocoma badia Fall,Fall,US,"Mount Wilson, New Trail",California,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,34.22389,-118.06118,1807,1.00E-05,914.4,0,,,1914-12-20 0:00:00,20,12,1914,1073185,1073185,PRESERVED_SPECIMEN,MCZ,Ent,24782,,Henry C. Fall,2012-01-01 0:00:00,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],SYNTYPE,,2023-11-09T13:04:07.458Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
,,,,891123039,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/195229,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma staff,,SPECIES,"Pleocoma staff Schaufuss, 1870",Pleocoma staff,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.203593,-121.041023,,,,,,,2012-10-23 0:00:00,23,10,2012,1073195,1073195,HUMAN_OBSERVATION,iNaturalist,Observations,195229,,Jay L. Keller,2016-11-23 5:03:30,CC_BY_4_0,rickr,rickr,,,2023-11-08T06:41:08.771Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,,,,872824863,84ab7b76-f762-11e1-a439-00145eb45e9a,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUC__320096,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma australis,,SPECIES,"Pleocoma australis Fall, 1911",Pleocoma australis,,US,"San Gabriel Mountains, CA",California,PRESENT,1,5ffa575c-fcd4-4583-9611-545f67b04316,34.3,-117.9167,,,,,,,1910-11-19 0:00:00,19,11,1910,6968751,6968751,PRESERVED_SPECIMEN,"C.A. Triplehorn Insect Collection, Ohio State University, Columbus, OH (OSUC)",Insects,OSUC 320096,,"Fall, H. C. (Henry Clinton)",2010-01-01 0:00:00,CC_BY_4_0,,,SYNTYPE,,2023-09-07T09:25:25.311Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
,town - urban,20000,"45.30021313210229, -122.97622405934311",768189084,68c30283-d2a7-4742-96cb-52e249598ff9,urn:catalog:HYO:ENT:B1037379,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma australis,,SPECIES,"Pleocoma australis Fall, 1911",Pleocoma australis,,US,"OREGON, Newberg, braok light trap",,PRESENT,,c3367060-856b-11d9-8486-b8a03c50a862,,,,,,,,,,,,,6968751,6968751,PRESERVED_SPECIMEN,HYO,ENT,B1037379,,,,CC_BY_4_0,,,,,2023-09-07T07:43:10.016Z,,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,obscured,,,4436327218,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/188626879,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma dubitabilis,dubitabilis,SUBSPECIES,Pleocoma dubitabilis dubitabilis,Pleocoma dubitabilis dubitabilis,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.435799,-123.475269,27317,,,,,,2023-10-22 16:59:43,22,10,2023,9493637,9585774,HUMAN_OBSERVATION,iNaturalist,Observations,188626879,,Gene St. Denis,2023-10-23 12:32:35,CC_BY_NC_4_0,Mark Leppin,Mark Leppin,,,2023-11-08T06:04:27.621Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,obscured,,,4436134178,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/188950653,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma dubitabilis,dubitabilis,SUBSPECIES,Pleocoma dubitabilis dubitabilis,Pleocoma dubitabilis dubitabilis,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.280135,-123.057381,27190,,,,,,2023-10-25 16:07:26,25,10,2023,9493637,9585774,HUMAN_OBSERVATION,iNaturalist,Observations,188950653,,Gene St. Denis,2023-10-26 2:34:48,CC_BY_NC_4_0,corinneheimuller,corinneheimuller,,,2023-11-08T06:36:02.900Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,,,,4436128244,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/189040993,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma fimbriata,,SPECIES,"Pleocoma fimbriata LeConte, 1856",Pleocoma fimbriata,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,38.73002,-120.819315,226,,,,,,2023-10-26 12:32:35,26,10,2023,1073217,1073217,HUMAN_OBSERVATION,iNaturalist,Observations,189040993,,emily-inthewild,2023-10-26 19:35:56,CC_BY_NC_4_0,emily-inthewild,emily-inthewild,,,2023-11-08T06:39:58.597Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,obscured,,,4436053284,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/188626787,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma dubitabilis,dubitabilis,SUBSPECIES,Pleocoma dubitabilis dubitabilis,Pleocoma dubitabilis dubitabilis,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.43475,-123.563718,27317,,,,,,2023-10-22 16:34:59,22,10,2023,9493637,9585774,HUMAN_OBSERVATION,iNaturalist,Observations,188626787,,Gene St. Denis,2023-10-23 12:28:38,CC_BY_NC_4_0,Mark Leppin,Mark Leppin,,,2023-11-08T06:01:53.125Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,obscured,,,4431238239,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/188626827,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma dubitabilis,,SPECIES,"Pleocoma dubitabilis Davis, 1935",Pleocoma dubitabilis,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.565937,-123.413728,27317,,,,,,2023-10-22 16:40:30,22,10,2023,9585774,9585774,HUMAN_OBSERVATION,iNaturalist,Observations,188626827,,jh_kim,2023-10-23 10:06:30,CC_BY_NC_4_0,Mark Leppin,Mark Leppin,,,2023-11-08T07:04:23.820Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,obscured,,,4431084219,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/187898760,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma crinita,,SPECIES,"Pleocoma crinita Linsley, 1938",Pleocoma crinita,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.707042,-121.521723,27126,,,,,,2023-10-17 6:38:01,17,10,2023,1073214,1073214,HUMAN_OBSERVATION,iNaturalist,Observations,187898760,,Koji Shiraiwa,2023-10-18 5:01:11,CC_BY_NC_4_0,haikusbyk,haikusbyk,,,2023-11-08T06:36:10.396Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,,,,4430798311,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/188690094,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma fimbriata,,SPECIES,"Pleocoma fimbriata LeConte, 1856",Pleocoma fimbriata,,US,,California,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,38.712505,-121.004356,5,,,,,,2023-10-23 8:17:44,23,10,2023,1073217,1073217,HUMAN_OBSERVATION,iNaturalist,Observations,188690094,,gdaubert,2023-10-23 18:29:11,CC_BY_NC_4_0,gdaubert,gdaubert,,,2023-11-08T06:36:16.345Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,,,,4430667694,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/187689872,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma simi,,SPECIES,"Pleocoma simi Davis, 1934",Pleocoma simi,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.799028,-122.426485,,,,,,,2023-10-15 13:06:30,15,10,2023,1073213,1073213,HUMAN_OBSERVATION,iNaturalist,Observations,187689872,,Gene St. Denis,2023-10-16 14:40:21,CC_BY_NC_4_0,Merlla McLaughlin,Merlla McLaughlin,,,2023-11-08T06:35:40.200Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,,,,4430664815,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/187817148,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma dubitabilis,dubitabilis,SUBSPECIES,Pleocoma dubitabilis dubitabilis,Pleocoma dubitabilis dubitabilis,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.638739,-123.294602,47,,,,,,2023-10-16 12:06:19,16,10,2023,9493637,9585774,HUMAN_OBSERVATION,iNaturalist,Observations,187817148,,Gene St. Denis,2023-10-17 13:40:32,CC_BY_NC_4_0,jh_kim,jh_kim,,,2023-11-08T07:03:51.263Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,,,,4430520143,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/187150498,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma dubitabilis,dubitabilis,SUBSPECIES,Pleocoma dubitabilis dubitabilis,Pleocoma dubitabilis dubitabilis,,US,,Oregon,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.637199,-123.295403,47,,,,,,2023-10-11 10:21:23,11,10,2023,9493637,9585774,HUMAN_OBSERVATION,iNaturalist,Observations,187150498,,Gene St. Denis,2023-10-12 12:56:54,CC_BY_NC_4_0,jh_kim,jh_kim,,,2023-11-08T06:01:20.645Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
,,,,4425716538,96193ea2-f762-11e1-a439-00145eb45e9a,cfd8e343-6681-4c83-9b73-95a9a5f37369,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma octopagina,,SPECIES,"Pleocoma octopagina Robertson, 1970",Pleocoma octopagina,Robertson,US,"Green Road, San Bernardino & Los Angeles Country lines",California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073194,1073194,PRESERVED_SPECIMEN,TAMU,TAMUIC,X1032236,,6121,,CC_BY_NC_4_0,Texas A&M University,,,,2023-11-09T20:30:45.627Z,,RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692714,96193ea2-f762-11e1-a439-00145eb45e9a,c3592820-6ec7-4505-97ad-832cc783757b,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma conjungens,,SPECIES,"Pleocoma conjungens Horn, 1888",Pleocoma conjugens,Horn,US,Mount Hermon,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073204,1073204,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0655401,,,,CC_BY_NC_4_0,Texas A&M University,Marquis,,,2023-11-09T20:30:43.321Z,,RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692713,96193ea2-f762-11e1-a439-00145eb45e9a,9a738776-2ba2-4710-a519-04b74adf76af,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma behrensi,,SPECIES,"Pleocoma behrensi LeConte, 1874",Pleocoma behrensii,"LeConte, 1874",US,"Tilden Park, South end",California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073216,1073216,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0655540,,,,CC_BY_NC_4_0,Texas A&M University,Menke; Stange,,,2023-11-09T20:30:43.321Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_FUZZY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692677,96193ea2-f762-11e1-a439-00145eb45e9a,e5cea60e-dc0f-4424-b434-ffb183c641b6,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma hirticollis,,SPECIES,"Pleocoma hirticollis Schaufuss, 1870",Pleocoma hirticollis,Schaufuss,US,4 miles SE Petaluma,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073190,1073190,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0572776,,,,CC_BY_NC_4_0,Texas A&M University,Lorenzen,,,2023-11-09T20:30:41.714Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692676,96193ea2-f762-11e1-a439-00145eb45e9a,a01ad028-51e4-4ee9-b3a9-af438b9affda,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma badia,,SPECIES,"Pleocoma badia Fall, 1917",Pleocoma badia,Fall,US,6.1 miles W Bear Divide,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073185,1073185,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0573781,,,,CC_BY_NC_4_0,Texas A&M University,Hovore,,,2023-11-09T20:30:41.714Z,,RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692675,96193ea2-f762-11e1-a439-00145eb45e9a,9024d3e1-d3f5-415d-87b9-819c6531c84f,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma badia,,SPECIES,"Pleocoma badia Fall, 1917",Pleocoma badia,Fall,US,5 miles NE Santa Margarita,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073185,1073185,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0572145,,,,CC_BY_NC_4_0,Texas A&M University,Marqua,,,2023-11-09T20:30:47.840Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692674,96193ea2-f762-11e1-a439-00145eb45e9a,dbac895c-fa4b-43db-910f-36d1fcfac359,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma badia,,SPECIES,"Pleocoma badia Fall, 1917",Pleocoma badia,Fall,US,5 miles NE Santa Margarita,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073185,1073185,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0573880,,,,CC_BY_NC_4_0,Texas A&M University,Marqua,,,2023-11-09T20:30:43.311Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692673,96193ea2-f762-11e1-a439-00145eb45e9a,87caae8b-88e9-479b-bdc2-49f1564de2f1,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma puncticollis,,SPECIES,"Pleocoma puncticollis Rivers, 1889",Pleocoma puncticollis,Rivers,US,Mulholland Bridge,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073219,1073219,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0290266,,,,CC_BY_NC_4_0,Texas A&M University,Marqua,,,2023-11-09T20:30:43.948Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692672,96193ea2-f762-11e1-a439-00145eb45e9a,1bb64f2d-65bc-43a9-b568-831dbab56163,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma puncticollis,,SPECIES,"Pleocoma puncticollis Rivers, 1889",Pleocoma puncticollis,Rivers,US,Mulholland Bridge,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073219,1073219,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0290096,,,,CC_BY_NC_4_0,Texas A&M University,Marqua,,,2023-11-09T20:30:42.917Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692671,96193ea2-f762-11e1-a439-00145eb45e9a,5fe1277e-c7c1-4b56-9655-b31f8262cd28,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma puncticollis,,SPECIES,"Pleocoma puncticollis Rivers, 1889",Pleocoma puncticollis,Rivers,US,Mulholland Bridge,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073219,1073219,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0571738,,,,CC_BY_NC_4_0,Texas A&M University,Marqua,,,2023-11-09T20:30:43.311Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
,,,,4425692670,96193ea2-f762-11e1-a439-00145eb45e9a,dbc9b18e-c8aa-4db6-b180-77348705df07,Animalia,Arthropoda,Insecta,Coleoptera,Pleocomidae,Pleocoma,Pleocoma puncticollis,,SPECIES,"Pleocoma puncticollis Rivers, 1889",Pleocoma puncticollis,Rivers,US,Mulholland Bridge,California,PRESENT,,352bdfe0-c57b-11dd-a8eb-b8a03c50a862,,,,,,,,,,,,,1073219,1073219,PRESERVED_SPECIMEN,TAMU,TAMUIC,X0570236,,,,CC_BY_NC_4_0,Texas A&M University,Marqua,,,2023-11-09T20:30:41.714Z,,RECORDED_DATE_UNLIKELY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
